### This data is primarily pulled from https://www.eia.gov/analysis/studies/powerplants/capitalcost/pdf/capital_cost_AEO2020.pdf ,,,,,,
KEN,Oil,1810,35.16,5.69,0.06,1.24E-05
KEN,Solar,1313,15.25,0,0.06,0
KEN,Wind,1265,26.34,0,0.06,0
KEN,Waste,1563,20.1,6.2,0.06,0
KEN,Hydro,5316,29.86,0,0.06,0
KEN,Geothermal,2521,128.544,1.16,0.06,0
KEN,CSP,7221,85.4,0,0.06,0
KEN,Nuclear,6041,121.64,2.37,0.06,0
KEN,Biomass,4097,125.72,4.83,0.06,0
KGZ,Coal,3676,40.58,4.5,0.06,3.21E-06
KGZ,Gas,958,12.2,1.87,0.06,1.94E-06
KGZ,Oil,1810,35.16,5.69,0.06,1.24E-05
KGZ,Solar,1313,15.25,0,0.06,0
KGZ,Wind,1265,26.34,0,0.06,0
KGZ,Waste,1563,20.1,6.2,0.06,0
KGZ,Hydro,5316,29.86,0,0.06,0
KGZ,Geothermal,2521,128.544,1.16,0.06,0
KGZ,CSP,7221,85.4,0,0.06,0
KGZ,Nuclear,6041,121.64,2.37,0.06,0
KGZ,Biomass,4097,125.72,4.83,0.06,0
KHM,Coal,3676,40.58,4.5,0.06,3.21E-06
KHM,Gas,958,12.2,1.87,0.06,1.94E-06
KHM,Oil,1810,35.16,5.69,0.06,1.24E-05
KHM,Solar,1313,15.25,0,0.06,0
KHM,Wind,1265,26.34,0,0.06,0
KHM,Waste,1563,20.1,6.2,0.06,0
KHM,Hydro,5316,29.86,0,0.06,0
KHM,Geothermal,2521,128.544,1.16,0.06,0
KHM,CSP,7221,85.4,0,0.06,0
KHM,Nuclear,6041,121.64,2.37,0.06,0
KHM,Biomass,4097,125.72,4.83,0.06,0
KOR,Coal,3676,40.58,4.5,0.06,3.21E-06
KOR,Gas,958,12.2,1.87,0.06,1.94E-06
KOR,Oil,1810,35.16,5.69,0.06,1.24E-05
KOR,Solar,1313,15.25,0,0.06,0
KOR,Wind,1265,26.34,0,0.06,0
KOR,Waste,1563,20.1,6.2,0.06,0
KOR,Hydro,5316,29.86,0,0.06,0
KOR,Geothermal,2521,128.544,1.16,0.06,0
KOR,CSP,7221,85.4,0,0.06,0
KOR,Nuclear,6041,121.64,2.37,0.06,0
KOR,Biomass,4097,125.72,4.83,0.06,0
KOS,Coal,3676,40.58,4.5,0.06,3.21E-06
KOS,Gas,958,12.2,1.87,0.06,1.94E-06
KOS,Oil,1810,35.16,5.69,0.06,1.24E-05
KOS,Solar,1313,15.25,0,0.06,0
KOS,Wind,1265,26.34,0,0.06,0
KOS,Waste,1563,20.1,6.2,0.06,0
KOS,Hydro,5316,29.86,0,0.06,0
KOS,Geothermal,2521,128.544,1.16,0.06,0
KOS,CSP,7221,85.4,0,0.06,0
KOS,Nuclear,6041,121.64,2.37,0.06,0
KOS,Biomass,4097,125.72,4.83,0.06,0
KWT,Coal,3676,40.58,4.5,0.06,3.21E-06
KWT,Gas,958,12.2,1.87,0.06,1.94E-06
KWT,Oil,1810,35.16,5.69,0.06,1.24E-05
KWT,Solar,1313,15.25,0,0.06,0
KWT,Wind,1265,26.34,0,0.06,0
KWT,Waste,1563,20.1,6.2,0.06,0
KWT,Hydro,5316,29.86,0,0.06,0
KWT,Geothermal,2521,128.544,1.16,0.06,0
KWT,CSP,7221,85.4,0,0.06,0
KWT,Nuclear,6041,121.64,2.37,0.06,0
KWT,Biomass,4097,125.72,4.83,0.06,0
LAO,Coal,3676,40.58,4.5,0.06,3.21E-06
LAO,Gas,958,12.2,1.87,0.06,1.94E-06
LAO,Oil,1810,35.16,5.69,0.06,1.24E-05
LAO,Solar,1313,15.25,0,0.06,0
LAO,Wind,1265,26.34,0,0.06,0
LAO,Waste,1563,20.1,6.2,0.06,0
LAO,Hydro,5316,29.86,0,0.06,0
LAO,Geothermal,2521,128.544,1.16,0.06,0
LAO,CSP,7221,85.4,0,0.06,0
LAO,Nuclear,6041,121.64,2.37,0.06,0
LAO,Biomass,4097,125.72,4.83,0.06,0
LBN,Coal,3676,40.58,4.5,0.06,3.21E-06
LBN,Gas,958,12.2,1.87,0.06,1.94E-06
LBN,Oil,1810,35.16,5.69,0.06,1.24E-05
LBN,Solar,1313,15.25,0,0.06,0
LBN,Wind,1265,26.34,0,0.06,0
LBN,Waste,1563,20.1,6.2,0.06,0
LBN,Hydro,5316,29.86,0,0.06,0
LBN,Geothermal,2521,128.544,1.16,0.06,0
LBN,CSP,7221,85.4,0,0.06,0
LBN,Nuclear,6041,121.64,2.37,0.06,0
LBN,Biomass,4097,125.72,4.83,0.06,0
LBR,Coal,3676,40.58,4.5,0.06,3.21E-06
LBR,Gas,958,12.2,1.87,0.06,1.94E-06
LBR,Oil,1810,35.16,5.69,0.06,1.24E-05
LBR,Solar,1313,15.25,0,0.06,0
LBR,Wind,1265,26.34,0,0.06,0
LBR,Waste,1563,20.1,6.2,0.06,0
LBR,Hydro,5316,29.86,0,0.06,0
LBR,Geothermal,2521,128.544,1.16,0.06,0
LBR,CSP,7221,85.4,0,0.06,0
LBR,Nuclear,6041,121.64,2.37,0.06,0
LBR,Biomass,4097,125.72,4.83,0.06,0
LBY,Coal,3676,40.58,4.5,0.06,3.21E-06
LBY,Gas,958,12.2,1.87,0.06,1.94E-06
LBY,Oil,1810,35.16,5.69,0.06,1.24E-05
LBY,Solar,1313,15.25,0,0.06,0
LBY,Wind,1265,26.34,0,0.06,0
LBY,Waste,1563,20.1,6.2,0.06,0
LBY,Hydro,5316,29.86,0,0.06,0
LBY,Geothermal,2521,128.544,1.16,0.06,0
LBY,CSP,7221,85.4,0,0.06,0
LBY,Nuclear,6041,121.64,2.37,0.06,0
LBY,Biomass,4097,125.72,4.83,0.06,0
LKA,Coal,3676,40.58,4.5,0.06,3.21E-06
LKA,Gas,958,12.2,1.87,0.06,1.94E-06
LKA,Oil,1810,35.16,5.69,0.06,1.24E-05
LKA,Solar,1313,15.25,0,0.06,0
LKA,Wind,1265,26.34,0,0.06,0
LKA,Waste,1563,20.1,6.2,0.06,0
LKA,Hydro,5316,29.86,0,0.06,0
LKA,Geothermal,2521,128.544,1.16,0.06,0
LKA,CSP,7221,85.4,0,0.06,0
LKA,Nuclear,6041,121.64,2.37,0.06,0
LKA,Biomass,4097,125.72,4.83,0.06,0
LSO,Coal,3676,40.58,4.5,0.06,3.21E-06
LSO,Gas,958,12.2,1.87,0.06,1.94E-06
LSO,Oil,1810,35.16,5.69,0.06,1.24E-05
LSO,Solar,1313,15.25,0,0.06,0
LSO,Wind,1265,26.34,0,0.06,0
LSO,Waste,1563,20.1,6.2,0.06,0
LSO,Hydro,5316,29.86,0,0.06,0
LSO,Geothermal,2521,128.544,1.16,0.06,0
LSO,CSP,7221,85.4,0,0.06,0
LSO,Nuclear,6041,121.64,2.37,0.06,0
LSO,Biomass,4097,125.72,4.83,0.06,0
LTU,Coal,3676,40.58,4.5,0.06,3.21E-06
LTU,Gas,958,12.2,1.87,0.06,1.94E-06
LTU,Oil,1810,35.16,5.69,0.06,1.24E-05
LTU,Solar,1313,15.25,0,0.06,0
LTU,Wind,1265,26.34,0,0.06,0
LTU,Waste,1563,20.1,6.2,0.06,0
LTU,Hydro,5316,29.86,0,0.06,0
LTU,Geothermal,2521,128.544,1.16,0.06,0
LTU,CSP,7221,85.4,0,0.06,0
LTU,Nuclear,6041,121.64,2.37,0.06,0
LTU,Biomass,4097,125.72,4.83,0.06,0
LUX,Coal,3676,40.58,4.5,0.06,3.21E-06
LUX,Gas,958,12.2,1.87,0.06,1.94E-06
LUX,Oil,1810,35.16,5.69,0.06,1.24E-05
LUX,Solar,1313,15.25,0,0.06,0
LUX,Wind,1265,26.34,0,0.06,0
LUX,Waste,1563,20.1,6.2,0.06,0
LUX,Hydro,5316,29.86,0,0.06,0
LUX,Geothermal,2521,128.544,1.16,0.06,0
LUX,CSP,7221,85.4,0,0.06,0
LUX,Nuclear,6041,121.64,2.37,0.06,0
LUX,Biomass,4097,125.72,4.83,0.06,0
LVA,Coal,3676,40.58,4.5,0.06,3.21E-06
LVA,Gas,958,12.2,1.87,0.06,1.94E-06
LVA,Oil,1810,35.16,5.69,0.06,1.24E-05
LVA,Solar,1313,15.25,0,0.06,0
LVA,Wind,1265,26.34,0,0.06,0
LVA,Waste,1563,20.1,6.2,0.06,0
LVA,Hydro,5316,29.86,0,0.06,0
LVA,Geothermal,2521,128.544,1.16,0.06,0
LVA,CSP,7221,85.4,0,0.06,0
LVA,Nuclear,6041,121.64,2.37,0.06,0
LVA,Biomass,4097,125.72,4.83,0.06,0
MAR,Coal,3676,40.58,4.5,0.06,3.21E-06
MAR,Gas,958,12.2,1.87,0.06,1.94E-06
MAR,Oil,1810,35.16,5.69,0.06,1.24E-05
MAR,Solar,1313,15.25,0,0.06,0
MAR,Wind,1265,26.34,0,0.06,0
MAR,Waste,1563,20.1,6.2,0.06,0
MAR,Hydro,5316,29.86,0,0.06,0
MAR,Geothermal,2521,128.544,1.16,0.06,0
MAR,CSP,7221,85.4,0,0.06,0
MAR,Nuclear,6041,121.64,2.37,0.06,0
MAR,Biomass,4097,125.72,4.83,0.06,0
MDA,Coal,3676,40.58,4.5,0.06,3.21E-06
MDA,Gas,958,12.2,1.87,0.06,1.94E-06
MDA,Oil,1810,35.16,5.69,0.06,1.24E-05
MDA,Solar,1313,15.25,0,0.06,0
MDA,Wind,1265,26.34,0,0.06,0
MDA,Waste,1563,20.1,6.2,0.06,0
MDA,Hydro,5316,29.86,0,0.06,0
MDA,Geothermal,2521,128.544,1.16,0.06,0
MDA,CSP,7221,85.4,0,0.06,0
MDA,Nuclear,6041,121.64,2.37,0.06,0
MDA,Biomass,4097,125.72,4.83,0.06,0
MDG,Coal,3676,40.58,4.5,0.06,3.21E-06
MDG,Gas,958,12.2,1.87,0.06,1.94E-06
MDG,Oil,1810,35.16,5.69,0.06,1.24E-05
MDG,Solar,1313,15.25,0,0.06,0
MDG,Wind,1265,26.34,0,0.06,0
MDG,Waste,1563,20.1,6.2,0.06,0
MDG,Hydro,5316,29.86,0,0.06,0
MDG,Geothermal,2521,128.544,1.16,0.06,0
MDG,CSP,7221,85.4,0,0.06,0
MDG,Nuclear,6041,121.64,2.37,0.06,0
MDG,Biomass,4097,125.72,4.83,0.06,0
MEX,Coal,3676,40.58,4.5,0.06,3.21E-06
MEX,Gas,958,12.2,1.87,0.06,1.94E-06
MEX,Oil,1810,35.16,5.69,0.06,1.24E-05
MEX,Solar,1313,15.25,0,0.06,0
MEX,Wind,1265,26.34,0,0.06,0
MEX,Waste,1563,20.1,6.2,0.06,0
MEX,Hydro,5316,29.86,0,0.06,0
MEX,Geothermal,2521,128.544,1.16,0.06,0
MEX,CSP,7221,85.4,0,0.06,0
MEX,Nuclear,6041,121.64,2.37,0.06,0
MEX,Biomass,4097,125.72,4.83,0.06,0
MKD,Coal,3676,40.58,4.5,0.06,3.21E-06
MKD,Gas,958,12.2,1.87,0.06,1.94E-06
MKD,Oil,1810,35.16,5.69,0.06,1.24E-05
MKD,Solar,1313,15.25,0,0.06,0
MKD,Wind,1265,26.34,0,0.06,0
MKD,Waste,1563,20.1,6.2,0.06,0
MKD,Hydro,5316,29.86,0,0.06,0
MKD,Geothermal,2521,128.544,1.16,0.06,0
MKD,CSP,7221,85.4,0,0.06,0
MKD,Nuclear,6041,121.64,2.37,0.06,0
MKD,Biomass,4097,125.72,4.83,0.06,0
MLI,Coal,3676,40.58,4.5,0.06,3.21E-06
MLI,Gas,958,12.2,1.87,0.06,1.94E-06
MLI,Oil,1810,35.16,5.69,0.06,1.24E-05
MLI,Solar,1313,15.25,0,0.06,0
MLI,Wind,1265,26.34,0,0.06,0
MLI,Waste,1563,20.1,6.2,0.06,0
MLI,Hydro,5316,29.86,0,0.06,0
MLI,Geothermal,2521,128.544,1.16,0.06,0
MLI,CSP,7221,85.4,0,0.06,0
MLI,Nuclear,6041,121.64,2.37,0.06,0
MLI,Biomass,4097,125.72,4.83,0.06,0
MMR,Coal,3676,40.58,4.5,0.06,3.21E-06
MMR,Gas,958,12.2,1.87,0.06,1.94E-06
MMR,Oil,1810,35.16,5.69,0.06,1.24E-05
MMR,Solar,1313,15.25,0,0.06,0
MMR,Wind,1265,26.34,0,0.06,0
MMR,Waste,1563,20.1,6.2,0.06,0
MMR,Hydro,5316,29.86,0,0.06,0
MMR,Geothermal,2521,128.544,1.16,0.06,0
MMR,CSP,7221,85.4,0,0.06,0
MMR,Nuclear,6041,121.64,2.37,0.06,0
MMR,Biomass,4097,125.72,4.83,0.06,0
MNE,Coal,3676,40.58,4.5,0.06,3.21E-06
MNE,Gas,958,12.2,1.87,0.06,1.94E-06
MNE,Oil,1810,35.16,5.69,0.06,1.24E-05
MNE,Solar,1313,15.25,0,0.06,0
MNE,Wind,1265,26.34,0,0.06,0
MNE,Waste,1563,20.1,6.2,0.06,0
MNE,Hydro,5316,29.86,0,0.06,0
MNE,Geothermal,2521,128.544,1.16,0.06,0
MNE,CSP,7221,85.4,0,0.06,0
MNE,Nuclear,6041,121.64,2.37,0.06,0
MNE,Biomass,4097,125.72,4.83,0.06,0
MNG,Coal,3676,40.58,4.5,0.06,3.21E-06
MNG,Gas,958,12.2,1.87,0.06,1.94E-06
MNG,Oil,1810,35.16,5.69,0.06,1.24E-05
MNG,Solar,1313,15.25,0,0.06,0
MNG,Wind,1265,26.34,0,0.06,0
MNG,Waste,1563,20.1,6.2,0.06,0
MNG,Hydro,5316,29.86,0,0.06,0
MNG,Geothermal,2521,128.544,1.16,0.06,0
MNG,CSP,7221,85.4,0,0.06,0
MNG,Nuclear,6041,121.64,2.37,0.06,0
MNG,Biomass,4097,125.72,4.83,0.06,0
MOZ,Coal,3676,40.58,4.5,0.06,3.21E-06
MOZ,Gas,958,12.2,1.87,0.06,1.94E-06
MOZ,Oil,1810,35.16,5.69,0.06,1.24E-05
MOZ,Solar,1313,15.25,0,0.06,0
MOZ,Wind,1265,26.34,0,0.06,0
MOZ,Waste,1563,20.1,6.2,0.06,0
MOZ,Hydro,5316,29.86,0,0.06,0
MOZ,Geothermal,2521,128.544,1.16,0.06,0
MOZ,CSP,7221,85.4,0,0.06,0
MOZ,Nuclear,6041,121.64,2.37,0.06,0
MOZ,Biomass,4097,125.72,4.83,0.06,0
MRT,Coal,3676,40.58,4.5,0.06,3.21E-06
MRT,Gas,958,12.2,1.87,0.06,1.94E-06
MRT,Oil,1810,35.16,5.69,0.06,1.24E-05
MRT,Solar,1313,15.25,0,0.06,0
MRT,Wind,1265,26.34,0,0.06,0
MRT,Waste,1563,20.1,6.2,0.06,0
MRT,Hydro,5316,29.86,0,0.06,0
MRT,Geothermal,2521,128.544,1.16,0.06,0
MRT,CSP,7221,85.4,0,0.06,0
MRT,Nuclear,6041,121.64,2.37,0.06,0
MRT,Biomass,4097,125.72,4.83,0.06,0
MUS,Coal,3676,40.58,4.5,0.06,3.21E-06
MUS,Gas,958,12.2,1.87,0.06,1.94E-06
MUS,Oil,1810,35.16,5.69,0.06,1.24E-05
MUS,Solar,1313,15.25,0,0.06,0
MUS,Wind,1265,26.34,0,0.06,0
MUS,Waste,1563,20.1,6.2,0.06,0
MUS,Hydro,5316,29.86,0,0.06,0
MUS,Geothermal,2521,128.544,1.16,0.06,0
MUS,CSP,7221,85.4,0,0.06,0
MUS,Nuclear,6041,121.64,2.37,0.06,0
MUS,Biomass,4097,125.72,4.83,0.06,0
MWI,Coal,3676,40.58,4.5,0.06,3.21E-06
MWI,Gas,958,12.2,1.87,0.06,1.94E-06
MWI,Oil,1810,35.16,5.69,0.06,1.24E-05
MWI,Solar,1313,15.25,0,0.06,0
MWI,Wind,1265,26.34,0,0.06,0
MWI,Waste,1563,20.1,6.2,0.06,0
MWI,Hydro,5316,29.86,0,0.06,0
MWI,Geothermal,2521,128.544,1.16,0.06,0
MWI,CSP,7221,85.4,0,0.06,0
MWI,Nuclear,6041,121.64,2.37,0.06,0
MWI,Biomass,4097,125.72,4.83,0.06,0
MYS,Coal,3676,40.58,4.5,0.06,3.21E-06
MYS,Gas,958,12.2,1.87,0.06,1.94E-06
MYS,Oil,1810,35.16,5.69,0.06,1.24E-05
MYS,Solar,1313,15.25,0,0.06,0
MYS,Wind,1265,26.34,0,0.06,0
MYS,Waste,1563,20.1,6.2,0.06,0
MYS,Hydro,5316,29.86,0,0.06,0
MYS,Geothermal,2521,128.544,1.16,0.06,0
MYS,CSP,7221,85.4,0,0.06,0
MYS,Nuclear,6041,121.64,2.37,0.06,0
MYS,Biomass,4097,125.72,4.83,0.06,0
NAM,Coal,3676,40.58,4.5,0.06,3.21E-06
NAM,Gas,958,12.2,1.87,0.06,1.94E-06
NAM,Oil,1810,35.16,5.69,0.06,1.24E-05
NAM,Solar,1313,15.25,0,0.06,0
NAM,Wind,1265,26.34,0,0.06,0
NAM,Waste,1563,20.1,6.2,0.06,0
NAM,Hydro,5316,29.86,0,0.06,0
NAM,Geothermal,2521,128.544,1.16,0.06,0
NAM,CSP,7221,85.4,0,0.06,0
NAM,Nuclear,6041,121.64,2.37,0.06,0
NAM,Biomass,4097,125.72,4.83,0.06,0
NER,Coal,3676,40.58,4.5,0.06,3.21E-06
NER,Gas,958,12.2,1.87,0.06,1.94E-06
NER,Oil,1810,35.16,5.69,0.06,1.24E-05
NER,Solar,1313,15.25,0,0.06,0
NER,Wind,1265,26.34,0,0.06,0
NER,Waste,1563,20.1,6.2,0.06,0
NER,Hydro,5316,29.86,0,0.06,0
NER,Geothermal,2521,128.544,1.16,0.06,0
NER,CSP,7221,85.4,0,0.06,0
NER,Nuclear,6041,121.64,2.37,0.06,0
NER,Biomass,4097,125.72,4.83,0.06,0
NGA,Coal,3676,40.58,4.5,0.06,3.21E-06
NGA,Gas,958,12.2,1.87,0.06,1.94E-06
NGA,Oil,1810,35.16,5.69,0.06,1.24E-05
NGA,Solar,1313,15.25,0,0.06,0
NGA,Wind,1265,26.34,0,0.06,0
NGA,Waste,1563,20.1,6.2,0.06,0
NGA,Hydro,5316,29.86,0,0.06,0
NGA,Geothermal,2521,128.544,1.16,0.06,0
NGA,CSP,7221,85.4,0,0.06,0
NGA,Nuclear,6041,121.64,2.37,0.06,0
NGA,Biomass,4097,125.72,4.83,0.06,0
NIC,Coal,3676,40.58,4.5,0.06,3.21E-06
NIC,Gas,958,12.2,1.87,0.06,1.94E-06
NIC,Oil,1810,35.16,5.69,0.06,1.24E-05
NIC,Solar,1313,15.25,0,0.06,0
NIC,Wind,1265,26.34,0,0.06,0
NIC,Waste,1563,20.1,6.2,0.06,0
NIC,Hydro,5316,29.86,0,0.06,0
NIC,Geothermal,2521,128.544,1.16,0.06,0
NIC,CSP,7221,85.4,0,0.06,0
NIC,Nuclear,6041,121.64,2.37,0.06,0
NIC,Biomass,4097,125.72,4.83,0.06,0
NLD,Coal,3676,40.58,4.5,0.06,3.21E-06
NLD,Gas,958,12.2,1.87,0.06,1.94E-06
NLD,Oil,1810,35.16,5.69,0.06,1.24E-05
NLD,Solar,1313,15.25,0,0.06,0
NLD,Wind,1265,26.34,0,0.06,0
NLD,Waste,1563,20.1,6.2,0.06,0
NLD,Hydro,5316,29.86,0,0.06,0
NLD,Geothermal,2521,128.544,1.16,0.06,0
NLD,CSP,7221,85.4,0,0.06,0
NLD,Nuclear,6041,121.64,2.37,0.06,0
NLD,Biomass,4097,125.72,4.83,0.06,0
NOR,Coal,3676,40.58,4.5,0.06,3.21E-06
NOR,Gas,958,12.2,1.87,0.06,1.94E-06
NOR,Oil,1810,35.16,5.69,0.06,1.24E-05
NOR,Solar,1313,15.25,0,0.06,0
NOR,Wind,1265,26.34,0,0.06,0
NOR,Waste,1563,20.1,6.2,0.06,0
NOR,Hydro,5316,29.86,0,0.06,0
NOR,Geothermal,2521,128.544,1.16,0.06,0
NOR,CSP,7221,85.4,0,0.06,0
NOR,Nuclear,6041,121.64,2.37,0.06,0
NOR,Biomass,4097,125.72,4.83,0.06,0
NPL,Coal,3676,40.58,4.5,0.06,3.21E-06
NPL,Gas,958,12.2,1.87,0.06,1.94E-06
NPL,Oil,1810,35.16,5.69,0.06,1.24E-05
NPL,Solar,1313,15.25,0,0.06,0
NPL,Wind,1265,26.34,0,0.06,0
NPL,Waste,1563,20.1,6.2,0.06,0
NPL,Hydro,5316,29.86,0,0.06,0
NPL,Geothermal,2521,128.544,1.16,0.06,0
NPL,CSP,7221,85.4,0,0.06,0
NPL,Nuclear,6041,121.64,2.37,0.06,0
NPL,Biomass,4097,125.72,4.83,0.06,0
NZL,Coal,3676,40.58,4.5,0.06,3.21E-06
NZL,Gas,958,12.2,1.87,0.06,1.94E-06
NZL,Oil,1810,35.16,5.69,0.06,1.24E-05
NZL,Solar,1313,15.25,0,0.06,0
NZL,Wind,1265,26.34,0,0.06,0
NZL,Waste,1563,20.1,6.2,0.06,0
NZL,Hydro,5316,29.86,0,0.06,0
NZL,Geothermal,2521,128.544,1.16,0.06,0
NZL,CSP,7221,85.4,0,0.06,0
NZL,Nuclear,6041,121.64,2.37,0.06,0
NZL,Biomass,4097,125.72,4.83,0.06,0
OMN,Coal,3676,40.58,4.5,0.06,3.21E-06
OMN,Gas,958,12.2,1.87,0.06,1.94E-06
OMN,Oil,1810,35.16,5.69,0.06,1.24E-05
OMN,Solar,1313,15.25,0,0.06,0
OMN,Wind,1265,26.34,0,0.06,0
OMN,Waste,1563,20.1,6.2,0.06,0
OMN,Hydro,5316,29.86,0,0.06,0
OMN,Geothermal,2521,128.544,1.16,0.06,0
OMN,CSP,7221,85.4,0,0.06,0
OMN,Nuclear,6041,121.64,2.37,0.06,0
OMN,Biomass,4097,125.72,4.83,0.06,0
PAK,Coal,3676,40.58,4.5,0.06,3.21E-06
PAK,Gas,958,12.2,1.87,0.06,1.94E-06
PAK,Oil,1810,35.16,5.69,0.06,1.24E-05
PAK,Solar,1313,15.25,0,0.06,0
PAK,Wind,1265,26.34,0,0.06,0
PAK,Waste,1563,20.1,6.2,0.06,0
PAK,Hydro,5316,29.86,0,0.06,0
PAK,Geothermal,2521,128.544,1.16,0.06,0
PAK,CSP,7221,85.4,0,0.06,0
PAK,Nuclear,6041,121.64,2.37,0.06,0
PAK,Biomass,4097,125.72,4.83,0.06,0
PAN,Coal,3676,40.58,4.5,0.06,3.21E-06
PAN,Gas,958,12.2,1.87,0.06,1.94E-06
PAN,Oil,1810,35.16,5.69,0.06,1.24E-05
PAN,Solar,1313,15.25,0,0.06,0
PAN,Wind,1265,26.34,0,0.06,0
PAN,Waste,1563,20.1,6.2,0.06,0
PAN,Hydro,5316,29.86,0,0.06,0
PAN,Geothermal,2521,128.544,1.16,0.06,0
PAN,CSP,7221,85.4,0,0.06,0
PAN,Nuclear,6041,121.64,2.37,0.06,0
PAN,Biomass,4097,125.72,4.83,0.06,0
PER,Coal,3676,40.58,4.5,0.06,3.21E-06
PER,Gas,958,12.2,1.87,0.06,1.94E-06
PER,Oil,1810,35.16,5.69,0.06,1.24E-05
PER,Solar,1313,15.25,0,0.06,0
PER,Wind,1265,26.34,0,0.06,0
PER,Waste,1563,20.1,6.2,0.06,0
PER,Hydro,5316,29.86,0,0.06,0
PER,Geothermal,2521,128.544,1.16,0.06,0
PER,CSP,7221,85.4,0,0.06,0
PER,Nuclear,6041,121.64,2.37,0.06,0
PER,Biomass,4097,125.72,4.83,0.06,0
PHL,Coal,3676,40.58,4.5,0.06,3.21E-06
PHL,Gas,958,12.2,1.87,0.06,1.94E-06
PHL,Oil,1810,35.16,5.69,0.06,1.24E-05
PHL,Solar,1313,15.25,0,0.06,0
PHL,Wind,1265,26.34,0,0.06,0
PHL,Waste,1563,20.1,6.2,0.06,0
